Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
269;4,26324979307473E+24;8,18734370182056E+23;67,93122;10,39844;13;406,2354;False
270;1,0137762152609E+25;8,71567165971955E+23;92,08132;14,3623;13;406,5731;False
271;3,3335093921778E+24;6,4927598592918E+23;78,90587;15,8916;13;406,8683;False
272;5,34702511867316E+24;9,08352771781029E+23;79,43066;13,3418;13;405,8849;False
273;3,75609547586887E+24;8,38657750202085E+23;68,80846;11,2168;13;405,9481;False
274;1,17425908406121E+25;1,13360555160816E+24;104,7485;17,90723;13;406,1368;False
275;1,03990891054507E+25;1,088409238947E+24;117,9671;24,41504;13;406,7535;False
276;4,75290622060518E+24;1,02118293900979E+24;81,45451;14,78369;13;406,5042;False
277;2,4519541926444E+24;5,15745140343759E+23;72,67469;14,96533;13;406,1906;False
278;5,59355374754249E+24;6,93922414477539E+23;84,89953;15,11963;13;405,2039;False
279;6,00383412355414E+24;1,68936401576137E+24;97,22478;19,78467;13;405,2274;False
280;3,42684265378529E+25;2,14766872479896E+24;109,0895;12,93652;13;404,6742;False
281;2,61698770026947E+24;9,00304448480046E+23;84,63747;20,34766;13;404,5599;False
282;8,2165331808714E+24;1,18673727143884E+24;95,00106;16,60547;13;405,1548;False
283;7,69072430549062E+24;1,30562415550219E+24;85,9602;13,64844;13;403,369;False
284;3,79665871316545E+24;7,47974592077924E+23;79,34488;15,00488;13;400,8651;False
285;8,71811110498985E+24;8,70138508203603E+23;90,32209;14,45264;13;402,9603;False
286;2,76562839348128E+24;9,02670038907132E+23;66,55366;11,71436;13;404,6862;False
287;3,57510985807568E+24;6,19400842752186E+23;65,49267;10,22607;13;404,2354;False
288;2,15552553578862E+24;4,73657304535628E+23;68,00917;13,57031;13;405,0582;False
289;1,1691258163541E+25;8,94812127469824E+23;83,35799;11,01563;13;407,4336;False
290;5,57758232593917E+24;7,27337313310438E+23;94,79956;19,36816;13;406,8608;False
291;1,46371945452011E+24;2,61005591915961E+23;63,74923;13,8623;13;407,8294;False
292;5,71499500484799E+24;1,07380511250974E+24;80,18826;13,33789;13;407,6371;False
293;6,44905666806666E+24;7,50408213579978E+23;88,21722;15,57031;13;405,8098;False
294;8,28176432668055E+24;1,0310518537937E+24;96,46337;17,39258;13;410,751;False
295;2,56182801555596E+25;2,13413937276701E+24;114,8221;16,06836;13;404,0606;False
296;8,90300570314441E+24;1,08995704590602E+24;101,7487;18,55859;13;402,8356;False
297;2,58200229721217E+24;4,6154286856662E+23;78,87975;17,31641;13;401,3701;False
298;2,23582839208193E+24;5,02512858547883E+23;65,26536;12,30859;13;407,5501;False
299;5,46220312990489E+24;7,2188754929363E+23;79,47944;13,33105;13;408,0315;False
300;3,64105437406581E+24;5,63324320812388E+23;80,81358;16,27246;13;409,0531;False
301;1,95444291090307E+24;4,05097902485623E+23;69,26523;14,82324;13;407,9349;False
302;3,20885580733008E+24;4,19971444664626E+23;80,41193;17,02051;13;410,7936;False
303;3,65363562998483E+24;7,35045487294007E+23;96,34996;23,90918;13;407,4383;False
304;3,35087844287507E+24;6,68255662833058E+23;81,11519;17,1748;13;413,2617;False
305;2,73923571439782E+24;5,2949753259567E+23;66,24315;11,90723;13;412,5788;False
306;2,21179343747539E+24;3,68197409255505E+23;61,84422;11,15039;13;412,5788;False
307;3,90207292040504E+24;7,65541591580852E+23;62,719;9,223633;13;412,5788;False
308;8,62028744470622E+24;1,63017794305279E+24;83,38015;12,5918;13;413,6312;False
309;4,08830663688719E+24;1,01836373090674E+24;75,44856;13,54883;13;413,6312;False
310;8,60540899268927E+24;9,16767690733147E+23;66,38364;7,743164;13;413,3944;False
311;2,23829290591321E+24;4,51910135581897E+23;67,90879;13,66309;13;413,6312;False
312;5,15668642517385E+24;5,47556653039709E+23;82,8226;15,20313;13;414,7561;False
313;6,29641389608198E+24;7,45719998103828E+23;98,0672;20,24219;13;413,0197;False
314;7,70119052690944E+24;1,43350113243068E+24;109,7576;24,03125;13;414,3175;False
315;3,4348733861717E+24;5,27099931155085E+23;95,16187;24,34961;13;414,141;False
316;2,42223245271639E+24;3,83790527290506E+23;64,95738;12,02148;13;413,9253;False
317;9,1493994401977E+24;1,12642356958224E+24;96,5185;16,82324;13;412,3494;False
318;1,00650888984876E+25;8,92250370772712E+23;108,8971;21,02539;13;411,3466;False
